
             SystemC 2.2.0 --- Apr 17 2012 15:58:44
 <--> BUS TRANSACTION: WRITE 0xE1A01102 @0x574 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE1A02201 @0x578 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE0612002 @0x57C (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE0623003 @0x580 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE50B3010 @0x584 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B301C @0x588 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE5934000 @0x58C (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B0018 @0x590 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B1010 @0x594 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xEB0001FE @0x598 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE1A03000 @0x59C (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE0842003 @0x5A0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B301C @0x5A4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE5832000 @0x5A8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE24BD008 @0x5AC (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE8BD8810 @0x5B0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x88888889 @0x5B4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE92D4810 @0x5B8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE28DB008 @0x5BC (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE24DD014 @0x5C0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE50B0018 @0x5C4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE50B101C @0x5C8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xEBFFFF8F @0x5CC (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE1A03000 @0x5D0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE50B3014 @0x5D4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B3014 @0x5D8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE59F1050 @0x5DC (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE0C20391 @0x5E0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE0822003 @0x5E4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE1A012C2 @0x5E8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE1A02FC3 @0x5EC (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE0622001 @0x5F0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE1A01102 @0x5F4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE1A02201 @0x5F8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE0612002 @0x5FC (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE0623003 @0x600 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE50B3010 @0x604 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B301C @0x608 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE5934000 @0x60C (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B0018 @0x610 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B1010 @0x614 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xEB0001DE @0x618 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE1A03000 @0x61C (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE0842003 @0x620 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B301C @0x624 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE5832000 @0x628 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE24BD008 @0x62C (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE8BD8810 @0x630 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x88888889 @0x634 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE92D4800 @0x638 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE28DB004 @0x63C (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE24DD010 @0x640 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xEBFFFF71 @0x644 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE1A03000 @0x648 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE50B3014 @0x64C (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE59F31BC @0x650 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE50B3010 @0x654 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xEA000022 @0x658 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B0010 @0x65C (bootmem)
 <--> BUS TRANSACTION: WRITE 0xEB000241 @0x660 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE1A03000 @0x664 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE3530000 @0x668 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xA000004 @0x66C (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B2014 @0x670 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE59F319C @0x674 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE0823003 @0x678 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE50B3014 @0x67C (bootmem)
 <--> BUS TRANSACTION: WRITE 0xEA000003 @0x680 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B2014 @0x684 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE59F318C @0x688 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE0823003 @0x68C (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE50B3014 @0x690 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B2014 @0x694 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE59F3180 @0x698 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE1520003 @0x69C (bootmem)
 <--> BUS TRANSACTION: WRITE 0xCA000004 @0x6A0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B0010 @0x6A4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xEB00022F @0x6A8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE1A03000 @0x6AC (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE3530000 @0x6B0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xA000018 @0x6B4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B2014 @0x6B8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE59F3160 @0x6BC (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE1520003 @0x6C0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xCA000004 @0x6C4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B0010 @0x6C8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xEB000226 @0x6CC (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE1A03000 @0x6D0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE3530000 @0x6D4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x1A00000F @0x6D8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B3010 @0x6DC (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE2833001 @0x6E0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE50B3010 @0x6E4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B2014 @0x6E8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE59F312C @0x6EC (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE1520003 @0x6F0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xCAFFFFD8 @0x6F4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B2014 @0x6F8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE59F311C @0x6FC (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE1520003 @0x700 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xDA000004 @0x704 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B0010 @0x708 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xEB000216 @0x70C (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE1A03000 @0x710 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE3530000 @0x714 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x1AFFFFCF @0x718 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE3A03001 @0x71C (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE50B300C @0x720 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xEB0000BC @0x724 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE1A03000 @0x728 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE50B3010 @0x72C (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B000C @0x730 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B1010 @0x734 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xEB00023B @0x738 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE1A03000 @0x73C (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE50B3008 @0x740 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xEA00000B @0x744 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B2014 @0x748 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B3008 @0x74C (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE0633002 @0x750 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE50B3014 @0x754 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B300C @0x758 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE2833001 @0x75C (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE50B300C @0x760 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B000C @0x764 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B1010 @0x768 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xEB00022E @0x76C (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE1A03000 @0x770 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE50B3008 @0x774 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B2014 @0x778 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B3008 @0x77C (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE1520003 @0x780 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xAAFFFFEF @0x784 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B3014 @0x788 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE59F1094 @0x78C (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE0C20391 @0x790 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE0822003 @0x794 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE1A02842 @0x798 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE1A03FC3 @0x79C (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE0633002 @0x7A0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE50B3008 @0x7A4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B1014 @0x7A8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE59F2074 @0x7AC (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE0C30192 @0x7B0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE0833001 @0x7B4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE1A02843 @0x7B8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE1A03FC1 @0x7BC (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE0632002 @0x7C0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE1A03002 @0x7C4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE1A03103 @0x7C8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE0833002 @0x7CC (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE1A03103 @0x7D0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE0833002 @0x7D4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE1A03203 @0x7D8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE0833002 @0x7DC (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE1A03083 @0x7E0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE0833002 @0x7E4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE1A03383 @0x7E8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE0632001 @0x7EC (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE3520000 @0x7F0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x1A000001 @0x7F4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B3008 @0x7F8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xEA000001 @0x7FC (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B3008 @0x800 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE2833001 @0x804 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE1A00003 @0x808 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE24BD004 @0x80C (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE8BD8800 @0x810 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x7B2 @0x814 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xFE1D7B00 @0x818 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xFE1ECC80 @0x81C (bootmem)
 <--> BUS TRANSACTION: WRITE 0x1E1337F @0x820 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x1E284FF @0x824 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xC22E4507 @0x828 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE92D4810 @0x82C (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE28DB008 @0x830 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE24DD00C @0x834 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE50B0010 @0x838 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE50B1014 @0x83C (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B3014 @0x840 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE5934000 @0x844 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xEBFFFF7A @0x848 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE1A03000 @0x84C (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B0010 @0x850 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE1A01003 @0x854 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xEB00014E @0x858 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE1A03000 @0x85C (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE0842003 @0x860 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B3014 @0x864 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE5832000 @0x868 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE24BD008 @0x86C (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE8BD8810 @0x870 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE92D4800 @0x874 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE28DB004 @0x878 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE24DD010 @0x87C (bootmem)
 <--> BUS TRANSACTION: WRITE 0xEBFFFEE2 @0x880 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE1A03000 @0x884 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE50B3010 @0x888 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE59F312C @0x88C (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE50B300C @0x890 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xEA000022 @0x894 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B000C @0x898 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xEB0001B2 @0x89C (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE1A03000 @0x8A0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE3530000 @0x8A4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xA000004 @0x8A8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B2010 @0x8AC (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE59F310C @0x8B0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE0823003 @0x8B4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE50B3010 @0x8B8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xEA000003 @0x8BC (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B2010 @0x8C0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE59F30FC @0x8C4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE0823003 @0x8C8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE50B3010 @0x8CC (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B2010 @0x8D0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE59F30F0 @0x8D4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE1520003 @0x8D8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xCA000004 @0x8DC (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B000C @0x8E0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xEB0001A0 @0x8E4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE1A03000 @0x8E8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE3530000 @0x8EC (bootmem)
 <--> BUS TRANSACTION: WRITE 0xA000018 @0x8F0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B2010 @0x8F4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE59F30D0 @0x8F8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE1520003 @0x8FC (bootmem)
 <--> BUS TRANSACTION: WRITE 0xCA000004 @0x900 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B000C @0x904 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xEB000197 @0x908 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE1A03000 @0x90C (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE3530000 @0x910 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x1A00000F @0x914 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B300C @0x918 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE2833001 @0x91C (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE50B300C @0x920 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B2010 @0x924 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE59F309C @0x928 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE1520003 @0x92C (bootmem)
 <--> BUS TRANSACTION: WRITE 0xCAFFFFD8 @0x930 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B2010 @0x934 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE59F308C @0x938 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE1520003 @0x93C (bootmem)
 <--> BUS TRANSACTION: WRITE 0xDA000004 @0x940 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B000C @0x944 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xEB000187 @0x948 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE1A03000 @0x94C (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE3530000 @0x950 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x1AFFFFCF @0x954 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE3A03001 @0x958 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE50B3008 @0x95C (bootmem)
 <--> BUS TRANSACTION: WRITE 0xEB00002D @0x960 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE1A03000 @0x964 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE50B300C @0x968 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xEA00000C @0x96C (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B0008 @0x970 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B100C @0x974 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xEB0001AB @0x978 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE1A03000 @0x97C (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B2010 @0x980 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE0633002 @0x984 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE50B3010 @0x988 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B3010 @0x98C (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE3530000 @0x990 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xDA000002 @0x994 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B3008 @0x998 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE2833001 @0x99C (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE50B3008 @0x9A0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B3010 @0x9A4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE3530000 @0x9A8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xCAFFFFEF @0x9AC (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B3008 @0x9B0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE1A00003 @0x9B4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE24BD004 @0x9B8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE8BD8800 @0x9BC (bootmem)
 <--> BUS TRANSACTION: WRITE 0x7B2 @0x9C0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xFE1D7B00 @0x9C4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xFE1ECC80 @0x9C8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x1E1337F @0x9CC (bootmem)
 <--> BUS TRANSACTION: WRITE 0x1E284FF @0x9D0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE92D4810 @0x9D4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE28DB008 @0x9D8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE24DD00C @0x9DC (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE50B0010 @0x9E0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE50B1014 @0x9E4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B3014 @0x9E8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE5934000 @0x9EC (bootmem)
 <--> BUS TRANSACTION: WRITE 0xEBFFFF9F @0x9F0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE1A03000 @0x9F4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B0010 @0x9F8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE1A01003 @0x9FC (bootmem)
 <--> BUS TRANSACTION: WRITE 0xEB0000E4 @0xA00 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE1A03000 @0xA04 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE0842003 @0xA08 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B3014 @0xA0C (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE5832000 @0xA10 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE24BD008 @0xA14 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE8BD8810 @0xA18 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE92D4800 @0xA1C (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE28DB004 @0xA20 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE24DD008 @0xA24 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xEBFFFE78 @0xA28 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE1A03000 @0xA2C (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE50B300C @0xA30 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE59F30C0 @0xA34 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE50B3008 @0xA38 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE59F30B8 @0xA3C (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE50B3008 @0xA40 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xEA000010 @0xA44 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B0008 @0xA48 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xEB000146 @0xA4C (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE1A03000 @0xA50 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE3530000 @0xA54 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xA000004 @0xA58 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B200C @0xA5C (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE59F3098 @0xA60 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE0823003 @0xA64 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE50B300C @0xA68 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xEA000003 @0xA6C (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B200C @0xA70 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE59F3088 @0xA74 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE0823003 @0xA78 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE50B300C @0xA7C (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B3008 @0xA80 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE2833001 @0xA84 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE50B3008 @0xA88 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B200C @0xA8C (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE59F3070 @0xA90 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE1520003 @0xA94 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xDA000004 @0xA98 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B0008 @0xA9C (bootmem)
 <--> BUS TRANSACTION: WRITE 0xEB000131 @0xAA0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE1A03000 @0xAA4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE3530000 @0xAA8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0x1AFFFFE5 @0xAAC (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B200C @0xAB0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE59F3050 @0xAB4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE1520003 @0xAB8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xDA000004 @0xABC (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE51B0008 @0xAC0 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xEB000128 @0xAC4 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE1A03000 @0xAC8 (bootmem)
 <--> BUS TRANSACTION: WRITE 0xE3530000 @0xACC (bootmem)
 <--> BUS TRANSACTION: WRITE 0xAFFFFDC @0xAD0 (bootmem)
